spotify_id,artist,name,popularity,release_date,genre,explicit,duration_ms,featured_artists
1x8sna2LV8WQ38NEtN5X46,Marilyn Manson,The Nobodies,58.0,2000-11-11,industrial,0.0,215427.0,[]
3S4G4SL15Cp4CvAfmye8um,Tool,Hooker With A Penis,56.0,1996-09-17,progressive metal,1.0,273827.0,['TOOL']
3jnYlchDDAiLzfkPPy12ig,Deftones,Elite,49.0,2000-05-16,metal,0.0,241800.0,[]
5tYosD9TicWDYO3kAE4ADp,Rage Against the Machine,Roll Right,52.0,1996-04-16,rock,1.0,260267.0,['Rage Against The Machine']
3Hxu3Ey1TV9mZ5XqMXckiS,Rage Against the Machine,War Within a Breath,44.0,1999-11-02,rock,0.0,216427.0,['Rage Against The Machine']
6CHENx8iqzMwavTIz8s0gm,Hole,Violet,59.0,1994-01-01,grunge,0.0,204933.0,[]
18ohWhzbMCynq5QJ68ifkW,Eminem,Criminal,60.0,2000-05-23,rap,1.0,319600.0,[]
5Ty1B6gHqh0joQx6ChbxiH,Rage Against the Machine,Snakecharmer,46.0,1996-04-16,rock,1.0,235400.0,['Rage Against The Machine']
07Bw7ACBw1xzhKpXrraskA,Jimmy Eat World,Get It Faster,42.0,2001-07-17,rock,0.0,261933.0,[]
7lUjs7bf1fjKI8HKhbNp6z,Brand New,Guernica,43.0,2003-06-17,emo,0.0,203173.0,[]
0HgTYw2jY3sz8rYG0RpI3f,Modest Mouse,Alone Down There,37.0,2000-06-13,indie,0.0,141800.0,[]
48lIoKOJ9KOedV2PKgIfUT,Queens of the Stone Age,Tension Head,38.0,2000-06-06,stoner rock,1.0,172533.0,[]
55oCxTjsEydILFRdZ9nWaW,Incubus,Blood on the Ground,45.0,2001-10-23,alternative rock,0.0,273333.0,[]
0Jf9d1BEYPcxK8NwGj194O,Violent Femmes,Kiss Off,55.0,1983-04-13,alternative,0.0,176720.0,[]
1boT6T7To8iTK1RyM5xxJy,Nine Inch Nails,With Teeth,41.0,2005-05-03,industrial,0.0,337707.0,[]
0tBbt8CrmxbjRP0pueQkyU,Selena Gomez,Wolves,80.0,2017-10-25,pop,0.0,197993.0,['Marshmello']
4V0he7zYfJLEjfCDfojToB,Brand New,Seventy Times 7,52.0,2001,emo,0.0,213640.0,[]
4w7hIjpuEfvMPiyEgdqlf6,Brand New,Jude Law And A Semester Abroad,49.0,2001,emo,0.0,222080.0,[]
4zlGdsGD7D6qECEUOKByjF,Marilyn Manson,The Reflecting God,51.0,1996,industrial metal,1.0,336333.0,[]
5tz69p7tJuGPeMGwNTxYuV,Logic,1-800-273-8255,80.0,2017-05-05,hip hop,1.0,250173.0,"['Alessia Cara', 'Khalid']"
0yUyPe5c1o5cCyV7aJkz6F,Nine Inch Nails,Somewhat Damaged,46.0,1999-09-21,industrial,1.0,271693.0,[]
0vNHCXmNzVa8h54SE3JDm7,Nirvana,"Endless, Nameless",49.0,1991-09-26,grunge,0.0,403293.0,[]
3m2Zd230K68bC4Qe961d9p,PJ Harvey,Rid Of Me,51.0,1993-01-01,alternative,0.0,268827.0,[]
1icudzJCEUyjOVYzw7emST,Tool,Hush,50.0,1992-03-10,progressive metal,1.0,168293.0,['TOOL']
1nbGN4N63uCQq0pCIs3kIf,Bob Dylan,Idiot Wind,46.0,1975-01-17,folk,0.0,467493.0,[]
20oenBXlmwIfK0F3fQIjhM,Eminem,Kim,55.0,2000-05-23,rap,1.0,377893.0,[]
5RxKqRKJva5ZcVa0ltdxuX,Nine Inch Nails,"Starfuckers, Inc.",47.0,1999-09-21,industrial,1.0,300227.0,[]
7wyVuNCEr1j8NfG1vwMXZp,Marilyn Manson,Irresponsible Hate Anthem,46.0,1996,industrial metal,1.0,257933.0,[]
24CeaRaJHiMKFAVZTCu8Y0,Mushroomhead,Sun Doesn't Rise,57.0,2003-01-01,nu metal,0.0,193813.0,[]
1Ra0py3DxQ2dcWHXhd9wq6,Modest Mouse,Doin' the Cockroach,41.0,1997-11-18,indie rock,0.0,258733.0,[]
3lMiBDoKSRJfSrP6mLqGut,Breaking Benjamin,Believe,41.0,2004-01-01,rock,0.0,198480.0,[]
3eZixQQs5gHPeAflvjhc7E,Brand New,The Shower Scene,39.0,2001,alternative,0.0,145560.0,[]
1UWRqfZoYYONXB1Azj9OKv,Black Flag,Spray Paint,39.0,1981,punk,0.0,33507.0,[]
5EkrUmvBT9HY1jtVXbRgCp,Brand New,Last Chance To Lose Your Keys,38.0,2001,emo,0.0,211440.0,[]
3u13MyusqSsMVegpADUHHP,Ben Folds Five,Song for the Dumped,38.0,1997-03-18,piano rock,1.0,231867.0,[]
32yottFNSCL9Nho9biIKzY,Fiona Apple,Get Gone,43.0,1999-11-09,piano,0.0,247600.0,[]
2yQkUV0EEDMfHQ3BqkcrOa,Modest Mouse,Cowboy Dan,41.0,1997-11-18,indie rock,0.0,374800.0,[]
3IaAYtmN8T0YIYVqnxNnVz,Eminem,Bad Guy,61.0,2013-11-05,hip-hop,1.0,434077.0,[]
70gH71Zh5NQCBFPp0C434B,Nine Inch Nails,"No, You Don't",39.0,1999-09-21,industrial,0.0,215933.0,[]
0aHWzIvtnkG3FVcBoFQ6BG,Fall Out Boy,The Patron Saint of Liars and Fakes,49.0,2003-05-06,pop punk,0.0,199916.0,[]
3Zo6R22retEhAnQBbam5As,Bright Eyes,"Sunrise, Sunset",36.0,2000-05-29,indie,0.0,272267.0,[]
0ejUFFiCGm9saVFAirRSuw,Say Anything,Every Man has a Molly,45.0,2005-10-01,indie rock,0.0,185117.0,[]
0vyoxWYsDYduwnYuiEHOZg,Nine Inch Nails,Last,45.0,1992-09-22,industrial,0.0,284573.0,[]
31LqHjk6Ya9sH4jJPBrTgu,"Tyler, the Creator",Radicals,46.0,2011-05-09,rap,1.0,438333.0,"['Tyler, The Creator']"
0fcGdkaMVaJtPuYLB6bXRx,The Used,Say Days Ago,40.0,2002-06-25,screamo,0.0,197867.0,[]
4IOTgPMdeLyoHicxxMo2aN,Korn,Predictable,43.0,1994-10-11,nu metal,1.0,272640.0,[]
7uNV9LjVf5R3eVoRao44UK,Modest Mouse,Beach Side Property,36.0,1996-04-16,indie rock,0.0,419467.0,[]
36YJWsgSCEMFsv9Y2jxI4U,PJ Harvey,Long Snake Moan,45.0,1995-01-01,alternative,0.0,315240.0,[]
4AtmALMF0y7ttIykE7Z1B0,Say Anything,The Futile,40.0,2005-10-01,indie rock,1.0,165035.0,[]
0SqgZ5KpfX24W8ZeGzOle2,EVE 6,Think Twice,48.0,2003-07-01,rock,0.0,223493.0,['Eve 6']
5W4eJ7KPOmruHn8BJPnoaj,Chevelle,Still Running,43.0,2004-09-21,rock,0.0,223280.0,[]
5CyzIHM2IRSLz2Ke9hWwjz,Brand New,Sowing Season (Yeah),51.0,2006-01-01,emo,0.0,270733.0,[]
4GfhaqyXVJVRvwfC4NKlHB,Immortal Technique,Obnoxious,48.0,2003-11-18,hip-hop,1.0,289427.0,[]
7kHqtJoznzbdEfw79DVa5Y,Say Anything,Admit It!!,39.0,2005-10-01,indie,0.0,373998.0,[]
3yvsHpMQf3C6xZGq7bu9c6,Chevelle,Get Some,46.0,2004-09-21,alternative rock,0.0,267560.0,[]
7m6UCpVtgKo01gbzmzHofx,Motion City Soundtrack,When You're Around,42.0,2005-06-07,emo,0.0,170253.0,[]
1NYiFG8cdKEVDO0ZowYi3j,Black Flag,Life of Pain,30.0,1981,punk,0.0,170467.0,[]
20QoUUjUE4MW8eWCSeUGhX,Cold,Just Got Wicked,45.0,2000-01-01,alternative rock,1.0,241067.0,[]
5T2hX4dfBoJCG3hal07zmC,Egypt Central,You Make Me Sick,44.0,2008-01-10,rock,0.0,232640.0,[]
6Z3pIqEp5n5faSopwto0tB,Modest Mouse,King Rat,43.0,2009-07-30,indie,0.0,330573.0,[]
67vYdAAM3oGsEImCRfbtsF,Foo Fighters,Times Like These,68.0,2002-10-22,rock,0.0,265560.0,[]
1sxOACEZ2xAMRB0TLaCwIl,Hole,Gutless,38.0,1994-01-01,grunge,0.0,135107.0,[]
7a2Y8ocNl3hFk0LTnfhN7M,Big Black,Bad Penny,34.0,1987-09-10,noise rock,1.0,153360.0,[]
3IX3DBacud9x6KWo23PY66,Saves the Day,Rocks Tonic Juice Magic,41.0,1999,punk,0.0,207720.0,['Saves The Day']
6zhnqFMuQ8Q2GCY9X89KXb,Nine Inch Nails,Physical (You're So),39.0,1992-09-22,industrial,1.0,329867.0,[]
2HRYa6iG1M5DRefO8pK2I3,Killer Mike,Reagan,48.0,2012-05-15,hip-hop,1.0,249973.0,[]
5xzp7D911za4ynbTiJ4pWB,Theory of a Deadman,Little Smirk,42.0,2008-04-01,alternative rock,0.0,211627.0,[]
6K9Tn3LvkikOFk6Lhe4osP,Matchbox Twenty,Busted,40.0,1996-10-01,rock,0.0,257160.0,[]
4q604hQba5940BbOoaenmz,K.Flay,Blood In The Cut,63.0,2017-04-07,hip-hop,1.0,188707.0,[]
2E8AVQcuYSlXm12g112Kef,Ani DiFranco,Untouchable Face,48.0,1996-05-01,folk,0.0,279067.0,[]
6yh3Hdk6LZXQAsuq028hwU,Saves the Day,You Vandal,36.0,1999,indie,0.0,148333.0,['Saves The Day']
2IIXuRuxo5uZSENXWGNsVr,Mudvayne,Severed,36.0,2000-08-13,nu metal,0.0,389227.0,[]
7J9tkRgN26YmIHXl4fnVlp,Otep,Battle Ready,44.0,2002-01-01,metal,1.0,261680.0,[]
6WGaVdhY8uMWMgxiKpdLVy,Tracy Bonham,Mother Mother,51.0,1996-03-19,rock,0.0,180733.0,[]
1GcDh0KNweiK6MueZk33yd,Fugazi,Bed for the Scraping,35.0,1995,post-hardcore,0.0,170440.0,[]
4DSAxhyfL8uZYTbRNsSHMU,Kittie,Spit,47.0,2000-01-11,metal,1.0,142867.0,[]
0gtQpIxMYqLxtSQn52m0Wx,Everclear,So Much For The Afterglow,41.0,1997-10-07,alternative rock,0.0,233867.0,[]
1ey9ub4AISvEmjM7tkoBh0,The Mountain Goats,Going to Georgia,49.0,2005-03-29,indie,0.0,135693.0,[]
7oUCnXgsxD2jyW4LTg3mNI,mclusky,Lightsabre Cocksucking Blues,42.0,2002-02-25,punk,1.0,111360.0,['Mclusky']
4s85V8jg9bOfylFEaVLyqS,Glassjaw,Cosmopolitan Blood Loss,39.0,2002-07-09,post-hardcore,0.0,183893.0,[]
4fGIqy3bvjX0jz1SJHqjjo,My Chemical Romance,"It's Not a Fashion Statement, It's a Deathwish",59.0,2004-06-08,rock,0.0,210867.0,[]
0bE5gJJno8d6jBLgqHmx7k,R.E.M.,Lightnin' Hopkins,29.0,1987-09-01,rock,0.0,201267.0,[]
1sIQmwbVZAoDKVPUGhhhk1,Adolescents,Who Is Who,31.0,1981,punk,0.0,83693.0,[]
6tM8cMX9S4AyRd5sDDrzhN,Lou Reed,Romeo Had Juliette,40.0,1989-01-10,rock,0.0,190333.0,[]
2oYjBqFcNA07SUj62EkKpY,Bright Eyes,The Calendar Hung Itself…,37.0,2000-05-29,indie,0.0,235973.0,[]
7g516Dn1Xrp8OdtLntHVmr,Guided by Voices,"As We Go Up, We Go Down",41.0,1995-04-04,indie,1.0,97227.0,['Guided By Voices']
5YsEglADppBRUYCIIvnglm,Kate Bush,Get Out Of My House,35.0,1982,alternative,0.0,325293.0,[]
5PONCrsJnRyMsHBsnUS6I9,Geto Boys,Still,48.0,1996-04-02,rap,1.0,239973.0,[]
44go3ZmDNtKdfCc15IseAx,System of a Down,Shame,38.0,2000-09-05,metal,1.0,160667.0,"['System Of A Down', 'Wu-Tang Clan']"
1CFRJ8223pGmAL82T1oZvi,Stabbing Westward,Shame,43.0,1994,industrial,0.0,291827.0,[]
3niScmEbYGKZSIrLxRZRkW,The Rolling Stones,Take It Or Leave It,27.0,1967-06-26,classic rock,0.0,166213.0,[]
78EGz1N277AgdqBDpiehpD,Jack Off Jill,Fear of Dying,38.0,2000-01-01,rock,0.0,164629.0,[]
4jKq1e80xAYixkIwt6YyV1,Ben Folds,Brick,57.0,1997-03-18,singer-songwriter,0.0,271720.0,['Ben Folds Five']
5sEmIMKfc3Y75rDHc6dnOb,Face to Face,I Won't Lie Down,49.0,1996-09-09,punk,0.0,197787.0,['Face To Face']
5HNWXHeqgZII2dC3YwjUaE,Cypress Hill,3 Lil' Putos,42.0,1993-07-20,hip hop,1.0,220200.0,[]
08hPWkpbfOxuJ7d3qBLfDC,Straylight Run,Hands In the Sky (Big Shot),45.0,2005,indie,0.0,342293.0,[]
2fpzSINgTCbf4sS7LH39G5,Hopsin,Sag My Pants,57.0,2010-11-19,hip-hop,1.0,219089.0,[]
3KrjJgriB8BcBWOwNNB69F,Life of Agony,River Runs Red,43.0,1993-10-04,metal,0.0,114680.0,['Life Of Agony']
3pxtyYq7JSibCIHzbJZdJK,Wipers,Over the Edge,40.0,1983-03-01,punk,0.0,229667.0,[]
5dLT6dZ6PMUKWSTGCXGerq,Third Eye Blind,Faster,40.0,2003-05-13,rock,1.0,212493.0,[]
0INUE1K7cEiE8VH63Rv5RJ,Mudvayne,Happy?,68.0,2005,metal,1.0,216427.0,[]
2jl5HG3D1qnicCsRDoDbOD,Dead Kennedys,Cesspools In Eden,32.0,1986-12-21,punk,0.0,356519.0,[]
7wIIyXUVvcNOKTSXlNIwGg,Combichrist,this s*it will fcuk you up,45.0,2005-11-01,industrial,1.0,285667.0,[]
10AveWzlmt1Dkh9mhsV2KZ,Soil,Black Betty,51.0,2007-08-14,metal,0.0,159800.0,[]
1LJt5Zl8pRGG1W0avDWNAe,Lou Reed,Kill Your Sons,30.0,1974-08-01,rock,0.0,218760.0,[]
7fBbXkujJb0EjxipjDShKC,Ministry,Flashback,27.0,1988,industrial,1.0,288933.0,[]
5asoLbAoTbvVjyN4uq7ftR,Blondie,Die Young Stay Pretty,26.0,1979-09-28,new wave,0.0,214035.0,[]
0BOHrlOxCq6g7WkshTGDNe,Circle Jerks,Leave Me Alone,36.0,1982,punk,0.0,80773.0,[]
0gnvI2vSWIacE3hgLbuWtn,Ween,You Fucked Up,31.0,1990,alternative,1.0,97933.0,[]
60uesDF4UyLUs61FgiDkdp,Ice Cube,Hello,58.0,2000-02-29,rap,1.0,232533.0,"['Dr. Dre', 'MC Ren']"
1nYiLob7FmHBRK5rElOw7j,Coal Chamber,Rowboat,41.0,2002-05-06,metal,0.0,289280.0,[]
1qpo7EPyUl0WL9oKAK2hYm,Living Colour,Desperate People,29.0,1988,rock,0.0,336333.0,[]
1BCfGFKWF7ZK9xqeKkoPad,Matt Kennon,The Call,52.0,2011-04-28,country,0.0,237693.0,[]
5lP31iPJoImNmlX5a48eZ3,The Forces of Evil,Angry Anthem,39.0,2003-10-19,ska,0.0,173160.0,['The Forces Of Evil']
19Ov4l8mtvCT1iEUKks4aM,Neutral Milk Hotel,Two-Headed Boy,55.0,1998-02-20,rock,0.0,266107.0,[]
0MT298VrmI1Kb7GFbxw43C,Pantera,Yesterday Don't Mean Shit,48.0,2000-01-01,thrash metal,1.0,259693.0,[]
1vL2Y0WIZlEgm8b0m78SrC,Down By Law,500 Miles,39.0,1994,punk,0.0,244933.0,[]
5KTunRwahqz91ErLDc9luS,Primus,Those Damned Blue-Collar Tweekers,41.0,2006-01-01,metal,0.0,317240.0,[]
5NBPV2NQTepcZy1fD2KI43,Bonnie Tyler,If You Were a Woman (And I Was a Man),45.0,1986-05-05,pop,0.0,316800.0,[]
1kUvgaQP1mBjifqRitiYah,Rollins Band,Low Self Opinion,36.0,1992,rock,0.0,324827.0,[]
5Yg78W1IRkOBsHNMhT5TDh,Sugar Ray,Mean Machine,41.0,1995-04-07,rock,1.0,162093.0,[]
2lBqQF5G7QCa9dB6oMPYuX,Clutch,Binge and Purge,39.0,1993-07-27,stoner rock,1.0,389600.0,[]
36nf8kDajZkAqagyP5f2iG,Indigo Girls,Prince Of Darkness,36.0,1989,folk,0.0,321960.0,[]
29zr7yJcEHQpCXz8aAZWOb,Taking Back Sunday,Bonus Mosh Pt. II,41.0,2004-07-27,emo,0.0,186467.0,[]
0H2jfzzREOr9MF95HB7ry6,Eve,Love Is Blind,44.0,1999-09-14,rap,1.0,260307.0,[]
6SF1XuUbqqd7zTkP8jGTP9,Taking Back Sunday,There's No 'I' In Team,47.0,2002-03-26,emo,0.0,228533.0,[]
1eCcqCDoZX5Xs4VGTbbk3n,Breaking Point,One Of A Kind,46.0,2001-01-01,hard rock,0.0,208677.0,[]
14stwWpaCwpE6dxoV9lUMR,Slayer,God Send Death,38.0,2001-01-01,thrash metal,1.0,225867.0,[]
1OFDvjJmTYtvLk2jX9Ltc7,Hopsin,Ill Mind of Hopsin 4,48.0,2011-07-18,rap,1.0,267600.0,[]
